hpo_approach_id,run_id,iteration,config_original_idx,lr,num_layers,hidden_size,dropout_rate,weight_decay,device_used,processing_start_time_abs,processing_duration_s,test_accuracy,train_accuracy,fitness_score
DynamicPull_GPUmicrobatch,c6468262,17,10,1.144091e-04,4,432,0.3629,9.483871e-07,cpu,1747258142.905,53.891,0.7309,0.7246,0.7309
DynamicPull_GPUmicrobatch,c6468262,18,2,7.257424e-05,3,400,0.3643,4.346830e-06,cuda,1747258197.410,5.036,0.7191,0.7268,0.7191
DynamicPull_GPUmicrobatch,c6468262,18,11,3.881621e-03,3,376,0.1229,1.178669e-05,cuda,1747258202.447,3.296,0.7672,0.7738,0.7672
DynamicPull_GPUmicrobatch,c6468262,18,1,2.150608e-03,3,328,0.0413,1.056070e-05,cuda,1747258205.756,4.611,0.7693,0.7848,0.7693
DynamicPull_GPUmicrobatch,c6468262,18,15,4.719648e-03,2,384,0.0000,1.344697e-05,cuda,1747258210.367,3.274,0.7732,0.7906,0.7732
DynamicPull_GPUmicrobatch,c6468262,18,3,3.842416e-03,2,376,0.0000,1.371369e-05,cuda,1747258213.646,3.215,0.7809,0.7894,0.7809
DynamicPull_GPUmicrobatch,c6468262,18,16,3.842416e-03,2,376,0.0000,1.109712e-05,cuda,1747258216.862,4.003,0.7756,0.7922,0.7756
DynamicPull_GPUmicrobatch,c6468262,18,10,2.150608e-03,2,336,0.0000,1.263413e-05,cuda,1747258220.865,3.046,0.7737,0.7874,0.7737
DynamicPull_GPUmicrobatch,c6468262,18,19,4.719648e-03,2,334,0.0000,1.344697e-05,cuda,1747258223.912,3.063,0.7739,0.7860,0.7739
DynamicPull_GPUmicrobatch,c6468262,18,6,3.881621e-03,3,376,0.0000,1.178669e-05,cpu,1747258197.440,31.396,0.7709,0.7670,0.7709
DynamicPull_GPUmicrobatch,c6468262,18,17,3.881621e-03,3,416,0.0000,1.178669e-05,cpu,1747258197.389,32.256,0.7772,0.7872,0.7772
DynamicPull_GPUmicrobatch,c6468262,18,5,4.095468e-05,2,271,0.0667,1.080911e-07,cuda,1747258226.976,3.065,0.6947,0.6958,0.6947
DynamicPull_GPUmicrobatch,c6468262,18,7,6.475664e-05,1,69,0.4120,1.140725e-06,cuda,1747258228.601,3.092,0.6358,0.6414,0.6358
DynamicPull_GPUmicrobatch,c6468262,18,9,2.495819e-03,1,60,0.1413,4.619895e-06,cuda,1747258231.693,2.640,0.7442,0.7534,0.7442
DynamicPull_GPUmicrobatch,c6468262,18,12,2.397048e-04,2,33,0.0115,1.024075e-05,cuda,1747258234.334,3.221,0.7089,0.7138,0.7089
DynamicPull_GPUmicrobatch,c6468262,18,18,3.881621e-03,3,448,0.0000,1.178669e-05,cpu,1747258197.360,43.667,0.7705,0.7754,0.7705
DynamicPull_GPUmicrobatch,c6468262,18,8,6.316429e-05,1,49,0.3722,2.110862e-07,cuda,1747258237.555,2.724,0.5885,0.5860,0.5885
DynamicPull_GPUmicrobatch,c6468262,18,13,3.364350e-05,1,34,0.5215,1.867702e-07,cuda,1747258240.279,2.482,0.5500,0.5410,0.5500
DynamicPull_GPUmicrobatch,c6468262,18,0,1.126351e-03,4,81,0.4595,1.204452e-05,cpu,1747258228.841,16.472,0.7227,0.7124,0.7227
DynamicPull_GPUmicrobatch,c6468262,18,14,4.965438e-04,4,66,0.1734,2.822447e-06,cpu,1747258228.205,16.142,0.7305,0.7320,0.7305
DynamicPull_GPUmicrobatch,c6468262,18,4,3.318059e-05,1,42,0.1008,1.431667e-07,cpu,1747258239.588,5.324,0.4391,0.4452,0.4391
DynamicPull_GPUmicrobatch,c6468262,19,9,3.168847e-03,3,416,0.0000,1.178669e-05,cuda,1747258247.988,4.726,0.7692,0.7772,0.7692
DynamicPull_GPUmicrobatch,c6468262,19,13,3.881621e-03,3,416,0.0000,1.202987e-05,cuda,1747258252.717,3.180,0.7747,0.7844,0.7747
DynamicPull_GPUmicrobatch,c6468262,19,5,8.208034e-05,4,326,0.0832,7.345226e-07,cuda,1747258255.897,4.462,0.7328,0.7358,0.7328
DynamicPull_GPUmicrobatch,c6468262,19,19,3.918307e-04,4,313,0.3052,7.125525e-06,cuda,1747258258.861,3.879,0.7445,0.7452,0.7445
DynamicPull_GPUmicrobatch,c6468262,19,0,2.150608e-03,3,336,0.0000,1.263413e-05,cuda,1747258262.741,3.255,0.7773,0.7872,0.7773
DynamicPull_GPUmicrobatch,c6468262,19,6,4.719648e-03,2,416,0.0000,1.344697e-05,cuda,1747258265.997,2.825,0.7785,0.7840,0.7785
DynamicPull_GPUmicrobatch,c6468262,19,1,4.934125e-03,3,316,0.1742,2.699459e-06,cuda,1747258268.831,3.328,0.7622,0.7696,0.7622
DynamicPull_GPUmicrobatch,c6468262,19,10,4.719648e-03,2,384,0.0000,1.192376e-05,cuda,1747258272.159,3.403,0.7802,0.7974,0.7802
DynamicPull_GPUmicrobatch,c6468262,19,3,3.990936e-03,2,376,0.0000,1.371369e-05,cuda,1747258275.563,2.970,0.7743,0.7892,0.7743
DynamicPull_GPUmicrobatch,c6468262,19,15,3.842416e-03,2,376,0.0000,1.371369e-05,cuda,1747258278.533,3.038,0.7718,0.7872,0.7718
DynamicPull_GPUmicrobatch,c6468262,19,2,3.881621e-03,3,416,0.0000,1.178669e-05,cpu,1747258247.930,35.442,0.7752,0.8004,0.7752
DynamicPull_GPUmicrobatch,c6468262,19,12,4.719648e-03,2,328,0.0000,1.344697e-05,cuda,1747258281.571,3.088,0.7769,0.7938,0.7769
DynamicPull_GPUmicrobatch,c6468262,19,14,5.082485e-04,2,225,0.0217,1.250666e-07,cuda,1747258284.660,2.934,0.7493,0.7526,0.7493
DynamicPull_GPUmicrobatch,c6468262,19,7,6.621645e-04,3,76,0.0436,2.729111e-04,cuda,1747258287.594,3.085,0.7377,0.7426,0.7377
DynamicPull_GPUmicrobatch,c6468262,19,17,2.218621e-04,1,86,0.3297,1.346949e-05,cuda,1747258290.680,2.700,0.7048,0.7024,0.7048
DynamicPull_GPUmicrobatch,c6468262,19,4,1.897919e-04,3,35,0.0776,1.887064e-05,cuda,1747258292.003,3.631,0.7092,0.7110,0.7092
DynamicPull_GPUmicrobatch,c6468262,19,11,3.842416e-03,1,376,0.0000,1.109712e-05,cpu,1747258281.879,17.148,0.7621,0.7800,0.7621
DynamicPull_GPUmicrobatch,c6468262,19,8,8.537524e-05,1,57,0.4720,1.297999e-06,cuda,1747258295.635,2.877,0.6297,0.6272,0.6297
DynamicPull_GPUmicrobatch,c6468262,19,18,5.763659e-03,4,410,0.3049,1.670213e-05,cpu,1747258247.911,54.239,0.7354,0.7466,0.7354
DynamicPull_GPUmicrobatch,c6468262,19,16,1.760906e-04,3,487,0.3096,1.839224e-05,cpu,1747258247.928,54.341,0.7386,0.7436,0.7386
