hpo_approach_id,run_id,iteration,config_original_idx,lr,num_layers,hidden_size,dropout_rate,weight_decay,device_used,processing_start_time_abs,processing_duration_s,test_accuracy,fitness_score,train_accuracy
StaticSplit_GPUx3,7c7346df,18,7,3.522142e-04,1,38,0.2265,7.331691e-05,cpu,1747256906.689,1.517,0.7028,0.7028,N/A
StaticSplit_GPUx3,7c7346df,18,8,1.217554e-03,3,115,0.0690,3.568627e-06,cpu,1747256908.206,2.288,0.7554,0.7554,N/A
StaticSplit_GPUx3,7c7346df,19,10,1.016307e-03,3,60,0.3735,1.520315e-07,cuda,1747256913.486,4.489,0.7279,0.7279,N/A
StaticSplit_GPUx3,7c7346df,19,13,4.532775e-04,1,170,0.3196,3.073248e-05,cuda,1747256916.762,2.357,0.7273,0.7273,N/A
StaticSplit_GPUx3,7c7346df,19,16,6.725716e-03,3,172,0.2975,9.433778e-07,cuda,1747256919.119,3.095,0.7500,0.7500,N/A
StaticSplit_GPUx3,7c7346df,19,19,3.598258e-03,2,112,0.0181,3.522974e-05,cuda,1747256922.214,2.841,0.7672,0.7672,N/A
StaticSplit_GPUx3,7c7346df,19,9,5.773249e-03,3,172,0.0000,6.003839e-07,cpu,1747256913.478,15.076,0.7715,0.7715,N/A
StaticSplit_GPUx3,7c7346df,19,12,5.542647e-03,3,176,0.0317,4.466384e-07,cpu,1747256927.340,7.554,0.7585,0.7585,N/A
StaticSplit_GPUx3,7c7346df,19,15,3.598258e-03,2,112,0.0000,3.522974e-05,cpu,1747256934.894,4.797,0.7671,0.7671,N/A
StaticSplit_GPUx3,7c7346df,19,18,6.852796e-03,1,42,0.1076,1.914095e-05,cpu,1747256939.691,3.271,0.7458,0.7458,N/A
StaticSplit_GPUx3,7c7346df,19,11,4.761347e-03,2,176,0.0317,4.466384e-07,cpu,1747256913.495,16.257,0.7595,0.7595,N/A
StaticSplit_GPUx3,7c7346df,19,14,6.083477e-03,3,172,0.0000,5.349475e-07,cpu,1747256928.539,7.547,0.7712,0.7712,N/A
StaticSplit_GPUx3,7c7346df,19,17,4.761347e-03,3,176,0.0317,4.140929e-07,cpu,1747256936.086,7.454,0.7674,0.7674,N/A
StaticSplit_GPUx3,7c7346df,19,0,8.017920e-04,2,65,0.4996,2.213171e-06,cpu,1747256913.469,14.003,0.7237,0.7237,N/A
StaticSplit_GPUx3,7c7346df,19,1,5.773249e-03,3,172,0.0000,5.349475e-07,cpu,1747256926.258,6.415,0.7741,0.7741,N/A
StaticSplit_GPUx3,7c7346df,19,2,4.761347e-03,3,208,0.0317,4.466384e-07,cpu,1747256932.674,5.661,0.7687,0.7687,N/A
StaticSplit_GPUx3,7c7346df,19,3,4.354214e-03,3,174,0.4612,1.170533e-06,cpu,1747256938.334,6.214,0.7358,0.7358,N/A
StaticSplit_GPUx3,7c7346df,19,4,5.057826e-03,3,34,0.1029,2.936131e-05,cpu,1747256944.548,2.018,0.7490,0.7490,N/A
StaticSplit_GPUx3,7c7346df,19,5,1.996517e-03,1,174,0.4633,6.835444e-05,cpu,1747256946.566,1.618,0.7474,0.7474,N/A
StaticSplit_GPUx3,7c7346df,19,6,2.300269e-03,3,179,0.0325,6.145406e-07,cpu,1747256946.922,2.597,0.7693,0.7693,N/A
StaticSplit_GPUx3,7c7346df,19,7,1.491775e-02,3,44,0.2157,6.982996e-07,cpu,1747256949.519,1.997,0.7335,0.7335,N/A
StaticSplit_GPUx3,7c7346df,19,8,4.761347e-03,3,176,0.0317,5.506685e-07,cpu,1747256951.517,2.536,0.7770,0.7770,N/A
StaticSplit_GPUx3,7c7346df,20,11,2.829922e-03,3,179,0.0325,6.145406e-07,cuda,1747256957.167,4.657,0.7727,0.7727,N/A
StaticSplit_GPUx3,7c7346df,20,14,2.300269e-03,3,216,0.0325,6.145406e-07,cuda,1747256961.824,3.368,0.7742,0.7742,N/A
StaticSplit_GPUx3,7c7346df,20,17,3.006534e-03,3,108,0.0979,2.224061e-06,cuda,1747256965.192,4.010,0.7621,0.7621,N/A
StaticSplit_GPUx3,7c7346df,20,9,1.186866e-03,3,184,0.1422,1.340434e-06,cpu,1747256957.051,16.155,0.7547,0.7547,N/A
StaticSplit_GPUx3,7c7346df,20,12,2.921347e-02,3,212,0.0558,1.080194e-06,cpu,1747256973.206,6.912,0.7025,0.7025,N/A
StaticSplit_GPUx3,7c7346df,20,15,6.899436e-03,1,76,0.2147,2.020106e-06,cpu,1747256978.824,3.422,0.7500,0.7500,N/A
StaticSplit_GPUx3,7c7346df,20,18,4.761347e-03,3,160,0.0317,5.506685e-07,cpu,1747256982.245,7.214,0.7633,0.7633,N/A
StaticSplit_GPUx3,7c7346df,20,10,5.773249e-03,3,172,0.0000,5.934067e-07,cpu,1747256957.056,15.641,0.7686,0.7686,N/A
StaticSplit_GPUx3,7c7346df,20,13,4.761347e-03,3,208,0.0317,4.199089e-07,cpu,1747256972.697,7.476,0.7702,0.7702,N/A
StaticSplit_GPUx3,7c7346df,20,16,1.758492e-03,2,108,0.1766,3.760867e-07,cpu,1747256978.879,5.352,0.7491,0.7491,N/A
StaticSplit_GPUx3,7c7346df,20,19,4.954102e-03,3,176,0.0317,5.506685e-07,cpu,1747256984.231,5.907,0.7631,0.7631,N/A
StaticSplit_GPUx3,7c7346df,20,0,6.083477e-03,3,172,0.0000,5.567353e-07,cpu,1747256956.950,15.997,0.7754,0.7754,N/A
StaticSplit_GPUx3,7c7346df,20,1,2.574894e-03,3,179,0.0325,6.145406e-07,cpu,1747256972.946,8.901,0.7730,0.7730,N/A
StaticSplit_GPUx3,7c7346df,20,2,1.925040e-02,3,93,0.4944,1.752422e-06,cpu,1747256980.554,6.672,0.7043,0.7043,N/A
StaticSplit_GPUx3,7c7346df,20,3,3.263621e-04,3,128,0.3681,2.104738e-07,cpu,1747256987.225,4.046,0.7245,0.7245,N/A
StaticSplit_GPUx3,7c7346df,20,4,4.761347e-03,3,176,0.0317,5.506685e-07,cpu,1747256991.271,2.623,0.7765,0.7765,N/A
StaticSplit_GPUx3,7c7346df,20,5,2.746231e-02,1,35,0.2643,8.929922e-07,cpu,1747256993.895,1.495,0.7325,0.7325,N/A
StaticSplit_GPUx3,7c7346df,20,6,6.083477e-03,3,172,0.0000,5.607651e-07,cpu,1747256995.389,2.352,0.7677,0.7677,N/A
StaticSplit_GPUx3,7c7346df,20,7,1.407409e-03,2,44,0.2643,3.446339e-05,cpu,1747256997.741,1.761,0.7305,0.7305,N/A
StaticSplit_GPUx3,7c7346df,20,8,2.426284e-03,2,111,0.4552,9.727022e-05,cpu,1747256999.502,1.931,0.7361,0.7361,N/A
StaticSplit_GPUx3,7c7346df,21,10,4.761347e-03,3,216,0.0317,4.199089e-07,cuda,1747257004.377,4.532,0.7714,0.7714,N/A
StaticSplit_GPUx3,7c7346df,21,13,4.098585e-03,3,208,0.0317,4.199089e-07,cuda,1747257008.908,3.300,0.7605,0.7605,N/A
StaticSplit_GPUx3,7c7346df,21,16,9.688947e-03,2,112,0.4412,1.757495e-05,cuda,1747257010.972,3.039,0.7278,0.7278,N/A
StaticSplit_GPUx3,7c7346df,21,19,5.347847e-03,2,246,0.1778,2.553331e-06,cuda,1747257014.011,3.106,0.7540,0.7540,N/A
StaticSplit_GPUx3,7c7346df,21,11,2.829922e-03,3,208,0.0325,6.145406e-07,cpu,1747257004.381,17.547,0.7730,0.7730,N/A
StaticSplit_GPUx3,7c7346df,21,14,3.738108e-04,1,133,0.1885,1.644122e-07,cpu,1747257020.692,3.598,0.7225,0.7225,N/A
StaticSplit_GPUx3,7c7346df,21,17,4.761347e-03,3,176,0.0317,5.506685e-07,cpu,1747257024.290,4.909,0.7719,0.7719,N/A
StaticSplit_GPUx3,7c7346df,21,9,2.243258e-02,1,34,0.3313,1.767010e-07,cpu,1747257004.349,13.636,0.7284,0.7284,N/A
StaticSplit_GPUx3,7c7346df,21,12,3.664307e-03,3,37,0.4103,1.004817e-05,cpu,1747257016.749,13.128,0.7298,0.7298,N/A
StaticSplit_GPUx3,7c7346df,21,15,2.574894e-03,2,179,0.0325,6.145406e-07,cpu,1747257029.877,2.400,0.7634,0.7634,N/A
StaticSplit_GPUx3,7c7346df,21,18,4.761347e-03,3,176,0.0000,5.506685e-07,cpu,1747257032.277,2.552,0.7840,0.7840,N/A
StaticSplit_GPUx3,7c7346df,21,0,6.083477e-03,3,172,0.0000,6.402075e-07,cpu,1747257004.319,16.587,0.7742,0.7742,N/A
StaticSplit_GPUx3,7c7346df,21,1,3.951239e-03,3,176,0.0317,5.506685e-07,cpu,1747257019.670,5.086,0.7711,0.7711,N/A
StaticSplit_GPUx3,7c7346df,21,2,4.761347e-03,3,128,0.0317,5.506685e-07,cpu,1747257024.756,5.067,0.7505,0.7505,N/A
StaticSplit_GPUx3,7c7346df,21,3,1.548373e-02,1,97,0.1506,4.207693e-07,cpu,1747257029.823,1.769,0.7483,0.7483,N/A
StaticSplit_GPUx3,7c7346df,21,4,9.428372e-03,1,114,0.2619,1.050228e-05,cpu,1747257031.592,1.794,0.7514,0.7514,N/A
StaticSplit_GPUx3,7c7346df,21,5,1.529480e-02,1,138,0.1141,1.032689e-05,cpu,1747257033.385,1.798,0.7475,0.7475,N/A
StaticSplit_GPUx3,7c7346df,21,6,2.574894e-03,4,179,0.0325,6.145406e-07,cpu,1747257035.184,3.240,0.7734,0.7734,N/A
StaticSplit_GPUx3,7c7346df,21,7,4.419934e-03,1,133,0.1787,2.106935e-07,cpu,1747257038.423,1.602,0.7479,0.7479,N/A
StaticSplit_GPUx3,7c7346df,21,8,1.515785e-04,3,88,0.2987,1.044791e-05,cpu,1747257040.025,2.159,0.7115,0.7115,N/A
StaticSplit_GPUx3,7c7346df,22,0,2.181825e-02,2,49,0.1789,2.321276e-06,cuda,1747257043.893,4.282,0.7465,0.7465,N/A
StaticSplit_GPUx3,7c7346df,22,1,6.083477e-03,2,172,0.0000,6.402075e-07,cuda,1747257048.175,3.564,0.7650,0.7650,N/A
StaticSplit_GPUx3,7c7346df,22,2,2.145865e-02,3,176,0.3159,8.080188e-05,cuda,1747257051.739,3.417,0.6868,0.6868,N/A
StaticSplit_GPUx3,7c7346df,22,3,5.197491e-03,3,176,0.0317,5.506685e-07,cuda,1747257055.156,3.233,0.7690,0.7690,N/A
StaticSplit_GPUx3,7c7346df,22,4,4.761347e-03,3,216,0.0000,4.199089e-07,cuda,1747257058.389,3.311,0.7671,0.7671,N/A
StaticSplit_GPUx3,7c7346df,22,5,6.083477e-03,3,200,0.0000,6.402075e-07,cuda,1747257061.700,2.998,0.7603,0.7603,N/A
StaticSplit_GPUx3,7c7346df,22,6,2.591725e-02,2,47,0.4109,1.123069e-05,cuda,1747257064.698,2.834,0.7281,0.7281,N/A
StaticSplit_GPUx3,7c7346df,22,7,6.083477e-03,3,172,0.0000,6.402075e-07,cuda,1747257067.532,3.470,0.7746,0.7746,N/A
StaticSplit_GPUx3,7c7346df,22,8,2.463277e-03,4,179,0.0325,6.145406e-07,cuda,1747257071.002,4.011,0.7653,0.7653,N/A
StaticSplit_GPUx3,7c7346df,22,11,4.761347e-03,3,216,0.0317,4.409408e-07,cpu,1747257044.010,21.999,0.7720,0.7720,N/A
StaticSplit_GPUx3,7c7346df,22,14,4.761347e-03,2,176,0.0317,5.506685e-07,cpu,1747257066.010,11.237,0.7619,0.7619,N/A
StaticSplit_GPUx3,7c7346df,22,17,4.500618e-04,2,50,0.2471,1.696633e-06,cpu,1747257075.949,5.241,0.7228,0.7228,N/A
StaticSplit_GPUx3,7c7346df,22,9,1.273965e-03,3,65,0.3508,7.431547e-06,cpu,1747257043.915,20.008,0.7353,0.7353,N/A
StaticSplit_GPUx3,7c7346df,22,12,4.761347e-03,3,176,0.0000,5.506685e-07,cpu,1747257063.924,13.919,0.7706,0.7706,N/A
StaticSplit_GPUx3,7c7346df,22,15,1.538427e-02,2,110,0.4963,1.619655e-05,cpu,1747257076.544,3.661,0.7326,0.7326,N/A
StaticSplit_GPUx3,7c7346df,22,18,2.165150e-04,3,69,0.0606,1.920512e-06,cpu,1747257080.205,3.129,0.7259,0.7259,N/A
StaticSplit_GPUx3,7c7346df,22,10,6.862402e-04,3,76,0.0658,5.885728e-05,cpu,1747257044.006,16.705,0.7369,0.7369,N/A
StaticSplit_GPUx3,7c7346df,22,13,4.761347e-03,3,168,0.0317,4.199089e-07,cpu,1747257060.710,17.010,0.7595,0.7595,N/A
StaticSplit_GPUx3,7c7346df,22,16,1.762376e-02,2,142,0.4055,1.711952e-07,cpu,1747257076.422,5.682,0.7220,0.7220,N/A
StaticSplit_GPUx3,7c7346df,22,19,8.780661e-03,1,74,0.3066,6.077227e-05,cpu,1747257082.104,1.936,0.7510,0.7510,N/A
